"ulb","receiptdate","receiptnumber","createdtime","amountpaid","paymentmode","feetype"
"Bhubaneswar","2022-04-11","04/2022-23/177607","2022-04-11",6221.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-04-11","04/2022-23/177726","2022-04-11",2549.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-11","04/2022-23/177791","2022-04-11",2230.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-11","04/2022-23/177856","2022-04-11",2002.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-11","04/2022-23/177885","2022-04-11",21990.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-04-12","04/2022-23/177954","2022-04-12",2773.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-04-12","04/2022-23/178793","2022-04-12",1580.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-12","04/2022-23/180758","2022-04-12",51655.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-04-12","04/2022-23/181826","2022-04-12",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-12","04/2022-23/182172","2022-04-12",610.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-12","04/2022-23/182315","2022-04-12",3343.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-04-12","04/2022-23/182534","2022-04-12",37397.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-04-12","04/2022-23/182708","2022-04-12",1402.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-12","04/2022-23/183024","2022-04-12",3426.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-12","04/2022-23/183079","2022-04-12",47990.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-12","04/2022-23/183292","2022-04-12",5172.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-04-12","04/2022-23/183420","2022-04-12",1800.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-04-12","04/2022-23/183466","2022-04-12",50957.00,"ONLINE","BPA Sanction Fee"
"Sambalpur","2022-04-13","04/2022-23/184901","2022-04-13",49713.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswardevelopmentauthority","2022-04-13","04/2022-23/184983","2022-04-13",808.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-13","04/2022-23/187011","2022-04-13",26009.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-13","04/2022-23/187258","2022-04-13",1315.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-13","04/2022-23/187230","2022-04-13",1233.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-13","04/2022-23/187167","2022-04-13",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-13","04/2022-23/187175","2022-04-13",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-13","04/2022-23/187283","2022-04-13",1094.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-13","04/2022-23/187312","2022-04-13",1321.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-13","04/2022-23/187721","2022-04-13",62314.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-13","04/2022-23/188780","2022-04-13",9240.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-13","04/2022-23/188833","2022-04-13",37180.00,"ONLINE","BPA Sanction Fee"
"Cuttack","2022-04-13","04/2022-23/189190","2022-04-13",121818.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-13","04/2022-23/189251","2022-04-13",1400.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-14","04/2022-23/189361","2022-04-14",63627.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-04-14","04/2022-23/189480","2022-04-14",93839.00,"ONLINE","BPA Sanction Fee"
"Sambalpur","2022-04-14","04/2022-23/189679","2022-04-14",6252.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-14","04/2022-23/189765","2022-04-14",4990.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-14","04/2022-23/189785","2022-04-14",3245.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-04-14","04/2022-23/189823","2022-04-14",0.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-04-14","04/2022-23/189828","2022-04-14",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-14","04/2022-23/189837","2022-04-14",10316.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-14","04/2022-23/190069","2022-04-14",3339.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-04-15","04/2022-23/190559","2022-04-15",3768.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-04-15","04/2022-23/190764","2022-04-15",418.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-15","04/2022-23/191410","2022-04-15",1614.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-15","04/2022-23/191359","2022-04-15",1614.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-04-15","04/2022-23/191980","2022-04-15",2989.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-15","04/2022-23/193115","2022-04-15",21064.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-04-16","04/2022-23/193706","2022-04-16",0.00,"ONLINE","BPA Sanction Fee"
"Berhampurdevelopmentauthority","2022-04-16","04/2022-23/196699","2022-04-16",51833.00,"ONLINE","BPA Sanction Fee"
"Berhampurdevelopmentauthority","2022-04-18","04/2022-23/202979","2022-04-18",51833.00,"ONLINE","BPA Sanction Fee"
"Berhampurdevelopmentauthority","2022-04-18","04/2022-23/203445","2022-04-18",2359.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-04-18","04/2022-23/203389","2022-04-18",2359.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-18","04/2022-23/204340","2022-04-18",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-18","04/2022-23/204747","2022-04-18",3346.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-04-18","04/2022-23/205038","2022-04-18",41079.00,"ONLINE","BPA Sanction Fee"
"Cuttack","2022-04-19","04/2022-23/209136","2022-04-19",0.00,"ONLINE","BPA Sanction Fee"
"Cuttack","2022-04-19","04/2022-23/209178","2022-04-19",0.00,"ONLINE","BPA Sanction Fee"
"Sambalpur","2022-04-19","04/2022-23/209976","2022-04-19",55022.00,"ONLINE","BPA Sanction Fee"
"Sambalpur","2022-04-19","04/2022-23/210302","2022-04-19",0.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-20","04/2022-23/210362","2022-04-20",47717.00,"ONLINE","BPA Sanction Fee"
"Sambalpur","2022-04-20","04/2022-23/211206","2022-04-20",0.00,"ONLINE","BPA Sanction Fee"
"Sambalpur","2022-04-20","04/2022-23/211194","2022-04-20",0.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswardevelopmentauthority","2022-04-20","04/2022-23/212601","2022-04-20",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-20","04/2022-23/212971","2022-04-20",86761.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-20","04/2022-23/214131","2022-04-20",7732.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-20","04/2022-23/214306","2022-04-20",0.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-04-20","04/2022-23/215170","2022-04-20",447.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-20","04/2022-23/215193","2022-04-20",1488.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-20","04/2022-23/215206","2022-04-20",3287.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-20","04/2022-23/215194","2022-04-20",3824.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-04-20","04/2022-23/215228","2022-04-20",447.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-04-20","04/2022-23/215252","2022-04-20",51763.00,"ONLINE","BPA Sanction Fee"
"Sundargarh","2022-04-20","04/2022-23/215309","2022-04-20",1882.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-20","04/2022-23/215330","2022-04-20",0.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-20","04/2022-23/215335","2022-04-20",0.00,"ONLINE","BPA Sanction Fee"
"Sambalpur","2022-04-20","04/2022-23/215337","2022-04-20",0.00,"ONLINE","BPA Sanction Fee"
"Sambalpur","2022-04-20","04/2022-23/215346","2022-04-20",0.00,"ONLINE","BPA Sanction Fee"
"Sambalpur","2022-04-20","04/2022-23/215347","2022-04-20",0.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-04-20","04/2022-23/215351","2022-04-20",5761.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-20","04/2022-23/215353","2022-04-20",9905.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-20","04/2022-23/215355","2022-04-20",2600.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-21","04/2022-23/215503","2022-04-21",2503.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-21","04/2022-23/218612","2022-04-21",4468.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-21","04/2022-23/218764","2022-04-21",2766.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-21","04/2022-23/218807","2022-04-21",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-21","04/2022-23/218799","2022-04-21",4661.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-21","04/2022-23/218800","2022-04-21",5589.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-21","04/2022-23/218803","2022-04-21",0.00,"ONLINE","BPA Application Fee"
"Khordha","2022-04-21","04/2022-23/218841","2022-04-21",0.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-04-21","04/2022-23/219038","2022-04-21",436.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-04-21","04/2022-23/219061","2022-04-21",1912.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-04-21","04/2022-23/219339","2022-04-21",531.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-21","04/2022-23/219581","2022-04-21",0.00,"ONLINE","BPA Sanction Fee"
"Sambalpur","2022-04-21","04/2022-23/219582","2022-04-21",0.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-04-22","04/2022-23/219699","2022-04-22",4769.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-22","04/2022-23/220206","2022-04-22",1551.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-22","04/2022-23/220401","2022-04-22",5202.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-22","04/2022-23/220844","2022-04-22",0.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-04-22","04/2022-23/221596","2022-04-22",7008.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-04-22","04/2022-23/221681","2022-04-22",531.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-22","04/2022-23/221922","2022-04-22",3093.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-22","04/2022-23/222117","2022-04-22",6762.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-22","04/2022-23/222424","2022-04-22",3187.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-22","04/2022-23/223098","2022-04-22",48950.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-22","04/2022-23/223195","2022-04-22",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-22","04/2022-23/223296","2022-04-22",3835.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-22","04/2022-23/223299","2022-04-22",36038.00,"ONLINE","BPA Sanction Fee"
"Cuttack","2022-04-22","04/2022-23/223954","2022-04-22",13346.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-22","04/2022-23/223980","2022-04-22",15288.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-22","04/2022-23/224060","2022-04-22",0.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-22","04/2022-23/224104","2022-04-22",3243.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-22","04/2022-23/224123","2022-04-22",47050.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswardevelopmentauthority","2022-04-22","04/2022-23/224197","2022-04-22",2997.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-23","04/2022-23/224205","2022-04-23",0.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-04-23","04/2022-23/225163","2022-04-23",3845.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-04-23","04/2022-23/225189","2022-04-23",250.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-23","04/2022-23/225208","2022-04-23",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-23","04/2022-23/225250","2022-04-23",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-23","04/2022-23/225875","2022-04-23",16816.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-04-23","04/2022-23/225867","2022-04-23",4696.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-23","04/2022-23/225907","2022-04-23",28393.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswardevelopmentauthority","2022-04-23","04/2022-23/225921","2022-04-23",577.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-04-23","04/2022-23/225974","2022-04-23",2072.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-23","04/2022-23/226312","2022-04-23",4273.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-04-23","04/2022-23/226357","2022-04-23",37313.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-04-23","04/2022-23/226653","2022-04-23",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-24","04/2022-23/227538","2022-04-24",3119.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-24","04/2022-23/227760","2022-04-24",833.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-04-24","04/2022-23/227761","2022-04-24",1507.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-24","04/2022-23/227771","2022-04-24",853.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-24","04/2022-23/227788","2022-04-24",751.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-24","04/2022-23/227801","2022-04-24",639.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-24","04/2022-23/227815","2022-04-24",833.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-24","04/2022-23/227837","2022-04-24",628.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-25","04/2022-23/228993","2022-04-25",0.00,"ONLINE","BPA Sanction Fee"
"Sambalpur","2022-04-25","04/2022-23/229320","2022-04-25",0.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-04-25","04/2022-23/229460","2022-04-25",2258.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-04-25","04/2022-23/230229","2022-04-25",14446.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-25","04/2022-23/231559","2022-04-25",80747.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-04-25","04/2022-23/231721","2022-04-25",71491.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-04-25","04/2022-23/231798","2022-04-25",1698.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-25","04/2022-23/231956","2022-04-25",830.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-25","04/2022-23/231970","2022-04-25",32447.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-04-25","04/2022-23/232044","2022-04-25",42896.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-04-25","04/2022-23/232056","2022-04-25",10246.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-25","04/2022-23/232362","2022-04-25",3711.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-25","04/2022-23/232636","2022-04-25",0.00,"ONLINE","BPA Application Fee"
"Vyasanagar","2022-04-25","04/2022-23/232781","2022-04-25",1060.00,"ONLINE","BPA Application Fee"
"Vyasanagar","2022-04-25","04/2022-23/232882","2022-04-25",1060.00,"ONLINE","BPA Application Fee"
"Vyasanagar","2022-04-25","04/2022-23/232961","2022-04-25",1060.00,"ONLINE","BPA Application Fee"
"Vyasanagar","2022-04-25","04/2022-23/232997","2022-04-25",1060.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-25","04/2022-23/233047","2022-04-25",0.00,"ONLINE","BPA Sanction Fee"
"Cuttack","2022-04-25","04/2022-23/233057","2022-04-25",0.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-04-26","04/2022-23/233525","2022-04-26",1863.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-04-26","04/2022-23/234469","2022-04-26",23860.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-04-26","04/2022-23/235127","2022-04-26",3406.00,"ONLINE","BPA Application Fee"
"Khordha","2022-04-26","04/2022-23/236357","2022-04-26",0.00,"ONLINE","BPA Application Fee"
"Khordha","2022-04-26","04/2022-23/236359","2022-04-26",0.00,"ONLINE","BPA Application Fee"
"Khordha","2022-04-26","04/2022-23/236363","2022-04-26",0.00,"ONLINE","BPA Application Fee"
"Khordha","2022-04-26","04/2022-23/236371","2022-04-26",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-26","04/2022-23/236423","2022-04-26",6148.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-26","04/2022-23/236440","2022-04-26",98397.00,"ONLINE","BPA Sanction Fee"
"Khordha","2022-04-26","04/2022-23/236548","2022-04-26",0.00,"ONLINE","BPA Application Fee"
"Khordha","2022-04-26","04/2022-23/236589","2022-04-26",0.00,"ONLINE","BPA Application Fee"
"Vyasanagar","2022-04-26","04/2022-23/236591","2022-04-26",1060.00,"ONLINE","BPA Application Fee"
"Vyasanagar","2022-04-26","04/2022-23/236679","2022-04-26",1060.00,"ONLINE","BPA Application Fee"
"Vyasanagar","2022-04-26","04/2022-23/236712","2022-04-26",1060.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-04-26","04/2022-23/236717","2022-04-26",0.00,"ONLINE","BPA Sanction Fee"
"Cuttack","2022-04-26","04/2022-23/236788","2022-04-26",0.00,"ONLINE","BPA Sanction Fee"
"Vyasanagar","2022-04-26","04/2022-23/236802","2022-04-26",1060.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-04-26","04/2022-23/236814","2022-04-26",0.00,"ONLINE","BPA Sanction Fee"
"Vyasanagar","2022-04-26","04/2022-23/236872","2022-04-26",1060.00,"ONLINE","BPA Application Fee"
"Khordha","2022-04-26","04/2022-23/236962","2022-04-26",5432.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-04-26","04/2022-23/236964","2022-04-26",0.00,"ONLINE","BPA Sanction Fee"
"Khordha","2022-04-26","04/2022-23/236995","2022-04-26",0.00,"ONLINE","BPA Application Fee"
"Khordha","2022-04-26","04/2022-23/237003","2022-04-26",0.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-04-26","04/2022-23/237932","2022-04-26",54578.00,"ONLINE","BPA Sanction Fee"
"Cuttack","2022-04-26","04/2022-23/237961","2022-04-26",0.00,"ONLINE","BPA Sanction Fee"
"Sambalpur","2022-04-26","04/2022-23/237971","2022-04-26",0.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-04-27","04/2022-23/238875","2022-04-27",48989.00,"ONLINE","BPA Sanction Fee"
"Cuttack","2022-04-27","04/2022-23/239300","2022-04-27",250.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-27","04/2022-23/239566","2022-04-27",16444.00,"ONLINE","BPA Application Fee"
"Pipli","2022-04-27","04/2022-23/240580","2022-04-27",3078.00,"ONLINE","BPA Application Fee"
"Vyasanagar","2022-04-27","04/2022-23/240488","2022-04-27",923.00,"ONLINE","BPA Application Fee"
"Vyasanagar","2022-04-27","04/2022-23/240883","2022-04-27",795.00,"ONLINE","BPA Application Fee"
"Vyasanagar","2022-04-27","04/2022-23/240899","2022-04-27",0.00,"ONLINE","BPA Application Fee"
"Vyasanagar","2022-04-27","04/2022-23/240910","2022-04-27",0.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-27","04/2022-23/241014","2022-04-27",1843.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-27","04/2022-23/241047","2022-04-27",54696.00,"ONLINE","BPA Sanction Fee"
"Vyasanagar","2022-04-27","04/2022-23/241161","2022-04-27",1068.00,"ONLINE","BPA Application Fee"
"Vyasanagar","2022-04-27","04/2022-23/241163","2022-04-27",1025.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-04-27","04/2022-23/241267","2022-04-27",519.00,"ONLINE","BPA Application Fee"
"Vyasanagar","2022-04-27","04/2022-23/241316","2022-04-27",1448.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-04-27","04/2022-23/241428","2022-04-27",51833.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-04-27","04/2022-23/241458","2022-04-27",250.00,"ONLINE","BPA Application Fee"
"Vyasanagar","2022-04-27","04/2022-23/241597","2022-04-27",1078.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-04-27","04/2022-23/241833","2022-04-27",23462.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-04-27","04/2022-23/241967","2022-04-27",85375.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-04-27","04/2022-23/242174","2022-04-27",33540.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-04-28","04/2022-23/243079","2022-04-28",34406.00,"ONLINE","BPA Sanction Fee"
"Cuttack","2022-04-28","04/2022-23/244797","2022-04-28",1010.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-28","04/2022-23/244858","2022-04-28",81481.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-04-28","04/2022-23/244885","2022-04-28",3183.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-28","04/2022-23/244890","2022-04-28",808.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-04-28","04/2022-23/244893","2022-04-28",2358.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-04-28","04/2022-23/244945","2022-04-28",2358.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-04-28","04/2022-23/245116","2022-04-28",56738.00,"ONLINE","BPA Sanction Fee"
"Rourkela","2022-04-28","04/2022-23/245421","2022-04-28",183093.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-04-28","04/2022-23/245782","2022-04-28",7923.00,"ONLINE","BPA Application Fee"
"Jatni","2022-04-28","04/2022-23/245783","2022-04-28",2444.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-04-28","04/2022-23/245805","2022-04-28",2726.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-28","04/2022-23/245989","2022-04-28",1368.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-28","04/2022-23/246048","2022-04-28",7276.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-28","04/2022-23/246049","2022-04-28",1368.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-28","04/2022-23/246086","2022-04-28",1312.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-28","04/2022-23/246092","2022-04-28",0.00,"ONLINE","BPA Sanction Fee"
"Sambalpur","2022-04-28","04/2022-23/246093","2022-04-28",0.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswardevelopmentauthority","2022-04-29","04/2022-23/248247","2022-04-29",104800.00,"ONLINE","BPA Sanction Fee"
"Berhampurdevelopmentauthority","2022-04-29","04/2022-23/248129","2022-04-29",50744.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-04-29","04/2022-23/248684","2022-04-29",987587.00,"ONLINE","BPA Sanction Fee"
"Berhampurdevelopmentauthority","2022-04-29","04/2022-23/248534","2022-04-29",0.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-04-29","04/2022-23/248978","2022-04-29",3149.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-04-29","04/2022-23/249112","2022-04-29",84122.00,"ONLINE","BPA Sanction Fee"
"Berhampurdevelopmentauthority","2022-04-29","04/2022-23/249373","2022-04-29",2358.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-04-29","04/2022-23/249477","2022-04-29",0.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-04-29","04/2022-23/250018","2022-04-29",52674.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-04-29","04/2022-23/250139","2022-04-29",2806.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-04-29","04/2022-23/250169","2022-04-29",2963.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-29","04/2022-23/250560","2022-04-29",66590.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-04-29","04/2022-23/250575","2022-04-29",11442.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-29","04/2022-23/250609","2022-04-29",11645.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-04-29","04/2022-23/250661","2022-04-29",0.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-04-29","04/2022-23/250727","2022-04-29",2279.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-04-30","04/2022-23/252419","2022-04-30",2359.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-30","04/2022-23/252636","2022-04-30",5921.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-04-30","04/2022-23/252615","2022-04-30",649.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-04-30","04/2022-23/252560","2022-04-30",2359.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-04-30","04/2022-23/252689","2022-04-30",2359.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-04-30","04/2022-23/252785","2022-04-30",2359.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-04-30","04/2022-23/252970","2022-04-30",2359.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-04-30","04/2022-23/253118","2022-04-30",26714.00,"ONLINE","BPA Sanction Fee"
"Berhampurdevelopmentauthority","2022-04-30","04/2022-23/253177","2022-04-30",50744.00,"ONLINE","BPA Sanction Fee"
"Rourkela","2022-04-30","04/2022-23/253236","2022-04-30",250.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-04-30","04/2022-23/253428","2022-04-30",250.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-04-30","04/2022-23/253709","2022-04-30",3218.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-04-30","04/2022-23/253744","2022-04-30",19499.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-04-30","04/2022-23/254362","2022-04-30",5597.00,"ONLINE","BPA Application Fee"
